noticedate,hour,process,line,usage,production,equipment_ct,shift,scrap,waste,label
2024-01-02,13,plate,L2,5215.04,95.59,5,day,6.81,2.02,PRODUCTION_RATIO
2024-01-02,13,cell,L1,529.57,75.22,6,day,2.35,0.82,normal
2024-01-02,13,cell,L2,438.39,81.06,7,day,3.46,1.55,normal
2024-01-02,13,module,L1,360.9,56.95,5,day,0.94,0.82,normal
2024-01-02,13,module,L2,285,63.75,3,day,0.62,0.5,normal
2024-01-02,13,pack,L1,190,30.19,2,day,0.22,0.42,normal
2024-01-02,13,pack,L2,190,47.55,2,day,1.26,0.46,normal
2024-01-02,14,mixing,L1,485.19,107.69,6,day,3.69,0.47,normal
2024-01-02,14,mixing,L2,478.84,110.97,6,day,4.33,0.63,normal
2024-01-02,14,plate,L1,282.19,110.36,3,day,7.27,2.43,normal
2024-01-02,14,plate,L2,280.77,103.12,3,day,5.75,2.61,normal
2024-01-02,14,cell,L1,498.11,73.35,6,day,6.52,2.19,normal
2024-01-02,14,cell,L2,475,73.83,5,day,4.51,2.61,normal
2024-01-02,14,module,L1,380,68.65,4,day,2.73,0.49,normal
2024-01-02,14,module,L2,285,51.52,3,day,1.22,0.95,normal
2024-01-02,14,pack,L1,190,43.21,2,day,1.18,0.15,normal
2024-01-02,14,pack,L2,249.56,33.36,3,day,1.03,0.32,normal
2024-01-02,15,mixing,L1,380,84.26,4,day,5.75,1.02,normal
2024-01-02,15,mixing,L2,355.33,78.49,5,day,3.43,1.12,normal
2024-01-02,15,plate,L1,283.68,117.7,3,day,6.18,2.57,normal
2024-01-02,15,plate,L2,271.73,115.69,3,day,6.83,2.06,normal
2024-01-02,15,cell,L1,438.55,78.84,8,day,2.73,1.22,normal
2024-01-02,15,cell,L2,429.19,66.69,7,day,4.41,1.76,normal
2024-01-02,15,module,L1,337.75,47.4,5,day,1.59,0.76,normal
2024-01-02,15,module,L2,310.32,38.2,4,day,1.16,0.7,normal
2024-01-02,15,pack,L1,292.84,36.69,4,day,1.46,0.07,normal
2024-01-02,15,pack,L2,285,32.02,3,day,0.33,0.2,normal
2024-01-02,16,mixing,L1,460.23,105.32,6,day,5.04,0.86,normal
2024-01-02,16,mixing,L2,457.88,89.6,6,day,2.36,1.7,normal
2024-01-02,16,plate,L1,387.47,101.35,5,day,5.23,2.42,normal
2024-01-02,16,plate,L2,310.79,129.64,4,day,6.48,1.26,normal
2024-01-02,16,cell,L1,440.54,64.17,8,day,6.51,0.77,normal
2024-01-02,16,cell,L2,495.85,76.03,8,day,5.17,2.5,normal
2024-01-02,16,module,L1,434.33,56.11,5,day,2.59,0.3,normal
2024-01-02,16,module,L2,389.7,42.99,5,day,0.5,0.99,normal
2024-01-02,16,pack,L1,285,45.05,3,day,0.25,0.05,normal
2024-01-02,16,pack,L2,337.09,39.16,4,day,0.85,0.22,normal
2024-01-02,17,mixing,L1,465.85,103.54,6,day,2.26,1.8,normal
2024-01-02,17,mixing,L2,380,111.82,4,day,2.0,1.62,normal
2024-01-02,17,plate,L1,285,122.77,3,day,5.65,1.7,normal
2024-01-02,17,plate,L2,285,117.62,3,day,3.94,2.54,normal
2024-01-02,17,cell,L1,559.84,83.92,6,day,7.37,2.3,normal
2024-01-02,17,cell,L2,510.38,73.24,8,day,7.74,1.16,normal
2024-01-02,17,module,L1,327.67,59.21,4,day,1.35,0.86,normal
2024-01-02,17,module,L2,285,50.89,3,day,2.02,0.36,normal
2024-01-02,17,pack,L1,190,31.25,2,day,1.22,0.27,normal
2024-01-02,17,pack,L2,265.62,30.28,4,day,1.22,0.26,normal
2024-01-02,18,mixing,L1,83.88,104.45,6,night,2.1,0.89,normal
2024-01-02,18,mixing,L2,61.9,101.94,5,night,5.45,1.17,normal
2024-01-02,18,plate,L1,59.4,111.93,3,night,3.28,2.39,normal
2024-01-02,18,plate,L2,60.55,101.89,4,night,4.78,1.92,normal
2024-01-02,18,cell,L1,110.96,95.23,6,night,5.08,1.73,normal
2024-01-02,18,cell,L2,85.73,78.04,5,night,7.17,2.88,normal
2024-01-02,18,module,L1,45.85,51.52,5,night,1.61,0.65,normal
2024-01-02,18,module,L2,50.47,63.2,4,night,0.78,0.65,normal
2024-01-02,18,pack,L1,36.62,30.65,2,night,0.85,0.08,normal
2024-01-02,18,pack,L2,50.28,43.32,4,night,0.76,0.29,normal
2024-01-02,19,mixing,L1,81.72,119.64,6,night,5.22,0.46,normal
2024-01-02,19,mixing,L2,76.85,114.59,4,night,4.66,1.25,normal
2024-01-02,19,plate,L1,76.24,101.61,4,night,4.44,2.63,normal
2024-01-02,19,plate,L2,77.82,133.78,3,night,3.33,2.4,normal
2024-01-02,19,cell,L1,108.05,82.41,8,night,2.71,0.92,normal
2024-01-02,19,cell,L2,80.35,62.37,7,night,5.1,2.03,normal
2024-01-02,19,module,L1,69.37,48.78,5,night,1.04,0.97,normal
2024-01-02,19,module,L2,58.38,40.86,4,night,2.51,0.99,normal
2024-01-02,19,pack,L1,33.81,47.32,2,night,0.3,0.16,normal
2024-01-02,19,pack,L2,53.31,35.85,2,night,0.85,0.13,normal
2024-01-02,20,mixing,L1,78.08,105.35,4,night,3.37,1.45,normal
2024-01-02,20,mixing,L2,90.09,93.19,5,night,2.91,0.4,normal
2024-01-02,20,plate,L1,71.98,136.55,4,night,6.44,2.39,normal
2024-01-02,20,plate,L2,71.87,114.89,4,night,7.51,1.94,normal
2024-01-02,20,cell,L1,79.18,79.89,6,night,5.15,1.72,normal
2024-01-02,20,cell,L2,104.13,61.94,5,night,5.68,2.61,normal
2024-01-02,20,module,L1,714.53,53.24,3,night,2.78,0.59,RATED_EXCEED
2024-01-02,20,module,L2,64.46,47.06,4,night,0.61,0.49,normal
2024-01-02,20,pack,L1,49.94,42.98,2,night,0.65,0.15,normal
2024-01-02,20,pack,L2,35.02,41.11,4,night,0.22,0.11,normal
2024-01-02,21,mixing,L1,83.75,100.78,5,night,1.64,1.37,normal
2024-01-02,21,mixing,L2,94.53,91.89,4,night,3.55,0.7,normal
2024-01-02,21,plate,L1,74.18,105.16,4,night,8.17,1.27,normal
2024-01-02,21,plate,L2,70.59,101.66,5,night,2.87,2.01,normal
2024-01-02,21,cell,L1,4055.09,72.05,6,night,5.53,0.95,PRODUCTION_RATIO
2024-01-02,21,cell,L2,113.0,63.47,5,night,2.67,0.9,normal
2024-01-02,21,module,L1,50.55,52.88,3,night,0.99,0.78,normal
2024-01-02,21,module,L2,56.03,59.64,4,night,2.19,0.75,normal
2024-01-02,21,pack,L1,49.75,36.03,4,night,0.95,0.09,normal
2024-01-02,21,pack,L2,47.39,43.68,2,night,0.74,0.06,normal
2024-01-02,22,mixing,L1,83.76,101.13,4,night,5.94,1.71,normal
2024-01-02,22,mixing,L2,89.43,97.74,5,night,3.85,0.62,normal
2024-01-02,22,plate,L1,79.62,103.65,5,night,2.47,1.52,normal
2024-01-02,22,plate,L2,93.87,0.0,5,night,3.85,2.35,MULTIVARIATE_BASE_LOAD
2024-01-02,22,cell,L1,85.11,83.62,6,night,3.39,1.31,normal
2024-01-02,22,cell,L2,80.16,92.32,7,night,4.22,2.12,normal
2024-01-02,22,module,L1,60.43,41.98,5,night,1.45,1.06,normal
2024-01-02,22,module,L2,45.33,65.74,3,night,1.44,0.69,normal
2024-01-02,22,pack,L1,52.25,44.81,2,night,0.12,0.07,normal
2024-01-02,22,pack,L2,337.47,38.46,4,night,0.44,0.19,CONTRACT_EXCEED
2024-01-02,23,mixing,L1,64.72,116.0,5,night,5.15,0.78,normal
2024-01-02,23,mixing,L2,83.49,98.07,4,night,3.63,1.06,normal
2024-01-02,23,plate,L1,617.41,118.38,4,night,7.41,2.79,RATED_EXCEED
2024-01-02,23,plate,L2,70.22,95.13,3,night,3.56,1.9,normal
2024-01-02,23,cell,L1,72.5,95.25,5,night,5.07,2.7,normal
2024-01-02,23,cell,L2,90.97,72.87,8,night,7.48,1.37,normal
2024-01-02,23,module,L1,57.15,43.58,5,night,2.56,0.36,normal
2024-01-02,23,module,L2,67.44,66.62,3,night,2.42,0.89,normal
2024-01-02,23,pack,L1,39.32,31.73,3,night,0.11,0.1,normal
2024-01-02,23,pack,L2,37.12,40.45,3,night,0.58,0.49,normal
2024-01-02,24,mixing,L1,91.04,109.3,6,night,4.95,0.74,normal
2024-01-02,24,mixing,L2,774.12,96.66,6,night,5.11,1.54,RATED_EXCEED
2024-01-02,24,plate,L1,338.77,136.36,3,night,3.44,2.97,SHIFT_RANGE
2024-01-02,24,plate,L2,77.18,102.12,4,night,2.53,2.75,normal
2024-01-02,24,cell,L1,90.99,86.03,7,night,4.5,2.32,normal
2024-01-02,24,cell,L2,95.27,85.49,8,night,2.26,1.96,normal
2024-01-02,24,module,L1,68.93,47.1,4,night,2.44,1.03,normal
2024-01-02,24,module,L2,62.96,47.79,4,night,1.03,0.26,normal
2024-01-02,24,pack,L1,53.4,41.69,2,night,0.25,0.22,normal
2024-01-02,24,pack,L2,31.62,35.17,2,night,0.69,0.23,normal
2024-01-03,1,mixing,L1,63.62,112.3,5,night,5.24,1.38,normal
2024-01-03,1,mixing,L2,417.02,80.93,6,night,2.57,0.86,CONTRACT_EXCEED
2024-01-03,1,plate,L1,79.72,101.55,4,night,7.98,2.11,normal
2024-01-03,1,plate,L2,50.84,100.1,3,night,2.73,1.12,normal
2024-01-03,1,cell,L1,76.11,65.93,8,night,3.97,2.05,normal
2024-01-03,1,cell,L2,99.12,70.35,5,night,1.94,0.75,normal
2024-01-03,1,module,L1,53.3,43.86,4,night,0.69,1.05,normal
2024-01-03,1,module,L2,3538.97,62.65,4,night,1.54,0.51,PRODUCTION_RATIO
2024-01-03,1,pack,L1,57.25,35.5,3,night,1.34,0.02,normal
2024-01-03,1,pack,L2,35.37,33.9,3,night,1.25,0.24,normal
2024-01-03,2,mixing,L1,75.32,96.77,6,night,5.49,1.14,normal
2024-01-03,2,mixing,L2,87.09,106.79,5,night,4.86,0.87,normal
2024-01-03,2,plate,L1,64.54,145.63,5,night,4.25,1.54,normal
2024-01-03,2,plate,L2,-28.82,139.79,4,night,2.3,2.88,NEGATIVE_POWER
2024-01-03,2,cell,L1,114.98,96.96,5,night,3.21,1.15,normal
2024-01-03,2,cell,L2,109.56,89.48,6,night,5.37,2.96,normal
2024-01-03,2,module,L1,68.06,69.75,3,night,0.82,0.73,normal
2024-01-03,2,module,L2,58.93,65.42,3,night,2.02,0.48,normal
2024-01-03,2,pack,L1,34.26,48.97,3,night,0.86,0.09,normal
2024-01-03,2,pack,L2,52.19,34.82,2,night,2.56,0.86,MULTIVARIATE_SCRAP_WASTE_DEVIATION
2024-01-03,3,mixing,L1,92.1,114.73,4,night,1.7,1.22,normal
2024-01-03,3,mixing,L2,85.97,108.86,5,night,5.63,0.89,normal
2024-01-03,3,plate,L1,61.87,105.05,4,night,4.26,2.95,normal
2024-01-03,3,plate,L2,61.11,126.96,4,night,6.31,1.33,normal
2024-01-03,3,cell,L1,99.68,95.15,7,night,3.06,1.95,normal
2024-01-03,3,cell,L2,85.34,87.54,6,night,2.9,0.6,normal
2024-01-03,3,module,L1,57.19,65.52,5,night,0.48,0.74,normal
2024-01-03,3,module,L2,67.03,44.63,5,night,0.64,0.6,normal
2024-01-03,3,pack,L1,32.33,36.94,3,night,0.34,0.44,normal
2024-01-03,3,pack,L2,49.27,40.78,3,night,0.68,0.13,normal
2024-01-03,4,mixing,L1,62.71,90.27,4,night,4.77,0.47,normal
2024-01-03,4,mixing,L2,71.79,81.65,5,night,3.62,0.89,normal
2024-01-03,4,plate,L1,53.04,123.97,5,night,6.56,2.37,normal
2024-01-03,4,plate,L2,50.21,137.29,4,night,2.04,1.5,normal
2024-01-03,4,cell,L1,82.09,93.52,6,night,6.17,1.86,normal
2024-01-03,4,cell,L2,74.66,83.76,8,night,6.17,1.64,normal
2024-01-03,4,module,L1,58.22,53.03,3,night,0.64,0.38,normal
2024-01-03,4,module,L2,58.92,59.66,5,night,1.64,0.73,normal
2024-01-03,4,pack,L1,32.88,37.86,4,night,1.28,0.08,normal
2024-01-03,4,pack,L2,40.83,33.89,4,night,0.91,0.24,normal
2024-01-03,5,mixing,L1,68.28,105.53,4,night,3.68,0.56,normal
2024-01-03,5,mixing,L2,73.84,110.8,5,night,1.89,1.11,normal
2024-01-03,5,plate,L1,76.56,118.47,4,night,2.31,1.88,normal
2024-01-03,5,plate,L2,73.11,123.21,3,night,7.02,2.27,normal
2024-01-03,5,cell,L1,82.19,79.66,6,night,5.08,2.53,normal
2024-01-03,5,cell,L2,90.93,81.42,8,night,5.35,1.17,normal
2024-01-03,5,module,L1,51.84,65.62,3,night,1.61,1.01,normal
2024-01-03,5,module,L2,58.33,56.61,3,night,2.58,0.56,normal
2024-01-03,5,pack,L1,35.01,34.24,2,night,0.28,0.21,normal
2024-01-03,5,pack,L2,41.06,47.95,4,night,0.29,0.3,normal
2024-01-03,6,mixing,L1,380,112.29,4,day,3.31,0.96,normal
2024-01-03,6,mixing,L2,380,93.33,4,day,4.88,1.21,normal
2024-01-03,6,plate,L1,285,120.72,3,day,5.97,2.17,normal
2024-01-03,6,plate,L2,284.03,100.28,3,day,7.24,2.65,normal
2024-01-03,6,cell,L1,565.58,68.57,8,day,5.19,1.69,normal
2024-01-03,6,cell,L2,480.59,84.73,8,day,2.04,2.73,normal
2024-01-03,6,module,L1,335.64,62.37,4,day,2.55,0.22,normal
2024-01-03,6,module,L2,335.46,46.41,4,day,2.37,0.75,normal
2024-01-03,6,pack,L1,279.63,36.01,4,day,0.72,0.41,normal
2024-01-03,6,pack,L2,190,40.91,2,day,0.67,0.46,normal
2024-01-03,7,mixing,L1,422.67,100.66,5,day,5.21,1.12,normal
2024-01-03,7,mixing,L2,380,95.27,4,day,4.86,1.08,normal
2024-01-03,7,plate,L1,285,143.76,3,day,7.86,1.5,normal
2024-01-03,7,plate,L2,380,130.23,4,day,4.4,1.88,normal
2024-01-03,7,cell,L1,570,85.25,6,day,3.97,1.97,normal
2024-01-03,7,cell,L2,574.1,83.48,7,day,3.93,2.61,normal
2024-01-03,7,module,L1,285,42.71,3,day,1.33,0.35,normal
2024-01-03,7,module,L2,434.74,63.71,5,day,0.92,0.37,normal
2024-01-03,7,pack,L1,316.73,47.29,4,day,0.11,0.46,normal
2024-01-03,7,pack,L2,285,28.17,3,day,0.89,0.47,normal
2024-01-03,8,mixing,L1,456.41,91.02,5,day,5.35,1.04,normal
2024-01-03,8,mixing,L2,385.32,95.83,6,day,3.21,0.53,normal
2024-01-03,8,plate,L1,372.73,142.16,4,day,5.93,2.19,normal
2024-01-03,8,plate,L2,365.82,119.09,4,day,8.62,2.22,normal
2024-01-03,8,cell,L1,442.23,86.44,7,day,2.85,1.79,normal
2024-01-03,8,cell,L2,411.35,94.29,8,day,5.9,2.23,normal
2024-01-03,8,module,L1,380,69.92,4,day,2.58,0.56,normal
2024-01-03,8,module,L2,285,67.84,3,day,1.19,0.77,normal
2024-01-03,8,pack,L1,332.98,39.51,4,day,0.6,0.15,normal
2024-01-03,8,pack,L2,285,39.16,3,day,0.23,0.06,normal
2024-01-03,9,mixing,L1,380,110.52,4,day,5.77,1.66,normal
2024-01-03,9,mixing,L2,373.34,83.93,5,day,3.31,1.55,normal
2024-01-03,9,plate,L1,285,123.19,3,day,5.29,2.73,normal
2024-01-03,9,plate,L2,285,98.56,3,day,5.3,2.65,normal
2024-01-03,9,cell,L1,449.67,60.16,6,day,2.54,1.06,normal
2024-01-03,9,cell,L2,513.88,96.26,8,day,2.69,2.67,normal
2024-01-03,9,module,L1,285,49.98,3,day,1.15,0.25,normal
2024-01-03,9,module,L2,321.41,61.21,5,day,2.16,0.59,normal
2024-01-03,9,pack,L1,261.45,42.29,4,day,0.7,0.21,normal
2024-01-03,9,pack,L2,240.61,38.68,4,day,0.59,0.01,normal
2024-01-03,10,mixing,L1,474.98,87.62,6,day,1.62,1.43,normal
2024-01-03,10,mixing,L2,380,87.48,4,day,3.15,1.17,normal
2024-01-03,10,plate,L1,380,114.91,4,day,5.19,2.04,normal
2024-01-03,10,plate,L2,285,129.34,3,day,4.23,2.71,normal
2024-01-03,10,cell,L1,427.69,95.92,8,day,1.82,1.12,normal
2024-01-03,10,cell,L2,442.24,60.88,6,day,2.56,2.31,normal
2024-01-03,10,module,L1,356.28,59.21,5,day,1.9,0.73,normal
2024-01-03,10,module,L2,431.2,49.41,3,day,1.99,0.53,MULTIVARIATE_EFFICIENCY_DROP
2024-01-03,10,pack,L1,311.67,33.06,4,day,1.06,0.0,normal
2024-01-03,10,pack,L2,253.13,38.41,4,day,0.89,0.07,normal
2024-01-03,11,mixing,L1,365.74,108.75,4,day,2.84,1.5,normal
2024-01-03,11,mixing,L2,431.35,106.12,6,day,5.68,0.87,normal
2024-01-03,11,plate,L1,285,127.41,3,day,6.82,1.96,normal
2024-01-03,11,plate,L2,271.78,99.45,3,day,7.58,2.27,normal
2024-01-03,11,cell,L1,408.02,78.47,5,day,7.22,2.08,normal
2024-01-03,11,cell,L2,475,70.57,5,day,2.42,1.02,normal
2024-01-03,11,module,L1,230.15,41.38,4,day,2.17,0.29,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2024-01-03,11,module,L2,380,43.12,4,day,2.46,0.96,normal
2024-01-03,11,pack,L1,285,37.45,3,day,0.36,0.2,normal
2024-01-03,11,pack,L2,275.34,35.71,3,day,1.14,0.32,normal
2024-01-03,12,mixing,L1,366.96,107.85,4,day,5.92,1.58,normal
2024-01-03,12,mixing,L2,476.68,94.31,6,day,4.42,0.64,normal
2024-01-03,12,plate,L1,330.2,101.44,5,day,8.16,2.45,normal
2024-01-03,12,plate,L2,337.63,119.41,4,day,4.9,1.12,normal
2024-01-03,12,cell,L1,392.47,92.73,6,day,7.67,2.14,normal
2024-01-03,12,cell,L2,475,88.02,5,day,4.48,2.34,normal
2024-01-03,12,module,L1,285,59.24,3,day,2.41,0.7,normal
2024-01-03,12,module,L2,285,57.3,3,day,1.56,0.58,normal
2024-01-03,12,pack,L1,271.5,45.03,3,day,0.44,0.49,normal
2024-01-03,12,pack,L2,66.05,0.0,3,day,1.16,0.04,MULTIVARIATE_BASE_LOAD
2024-01-03,13,mixing,L1,363.2,99.94,5,day,2.12,1.1,normal
2024-01-03,13,mixing,L2,355.4,91.49,6,day,3.86,1.47,normal
2024-01-03,13,plate,L1,414.84,131.88,5,day,5.94,2.31,normal
2024-01-03,13,plate,L2,285,136.27,3,day,7.64,1.63,normal
2024-01-03,13,cell,L1,509.99,86.67,7,day,6.07,0.86,normal
2024-01-03,13,cell,L2,444.35,73.65,7,day,5.2,1.5,normal
2024-01-03,13,module,L1,434.53,54.77,5,day,2.18,0.57,normal
2024-01-03,13,module,L2,319.39,41.62,4,day,0.9,0.86,normal
2024-01-03,13,pack,L1,190,45.14,2,day,1.4,0.42,normal
2024-01-03,13,pack,L2,340.38,37.01,4,day,0.87,0.25,normal
2024-01-03,14,mixing,L1,350.65,109.45,6,day,5.72,1.57,normal
2024-01-03,14,mixing,L2,380,111.85,4,day,4.47,0.63,normal
2024-01-03,14,plate,L1,294.5,132.88,5,day,8.18,2.01,normal
2024-01-03,14,plate,L2,285,140.8,3,day,3.76,2.83,normal
2024-01-03,14,cell,L1,480.57,63.33,8,day,5.38,2.64,normal
2024-01-03,14,cell,L2,568.61,81.91,7,day,6.21,2.85,normal
2024-01-03,14,module,L1,330.13,58.73,4,day,2.05,1.03,normal
2024-01-03,14,module,L2,285,67.26,3,day,1.56,0.76,normal
2024-01-03,14,pack,L1,265.0,37.04,3,day,0.92,0.47,normal
2024-01-03,14,pack,L2,327.65,45.88,4,day,0.47,0.42,normal
2024-01-03,15,mixing,L1,380,81.01,4,day,1.83,0.48,normal
2024-01-03,15,mixing,L2,457.83,114.34,6,day,2.58,1.49,normal
2024-01-03,15,plate,L1,285,137.68,3,day,4.51,1.91,normal
2024-01-03,15,plate,L2,285,123.09,3,day,6.95,2.07,normal
2024-01-03,15,cell,L1,546.86,89.95,7,day,5.93,0.71,normal
2024-01-03,15,cell,L2,483.31,91.52,7,day,7.79,0.73,normal
2024-01-03,15,module,L1,330.46,66.07,4,day,2.39,1.02,normal
2024-01-03,15,module,L2,387.14,60.65,5,day,2.1,0.36,normal
2024-01-03,15,pack,L1,275.15,38.98,4,day,0.2,0.48,normal
2024-01-03,15,pack,L2,255.52,28.81,3,day,0.82,0.07,normal
2024-01-03,16,mixing,L1,388.25,93.22,6,day,5.72,0.46,normal
2024-01-03,16,mixing,L2,429.53,105.95,6,day,4.15,1.26,normal
2024-01-03,16,plate,L1,360.17,117.9,5,day,4.23,1.44,normal
2024-01-03,16,plate,L2,279.54,120.26,4,day,5.59,1.77,normal
2024-01-03,16,cell,L1,566.68,84.53,7,day,3.9,1.1,normal
2024-01-03,16,cell,L2,475,99.87,5,day,2.51,1.43,normal
2024-01-03,16,module,L1,285,67.56,3,day,2.7,0.81,normal
2024-01-03,16,module,L2,380,66.35,4,day,0.99,0.78,normal
2024-01-03,16,pack,L1,366.78,40.29,4,day,0.72,0.02,CONTRACT_EXCEED
2024-01-03,16,pack,L2,363.27,31.35,4,day,0.79,0.31,normal
2024-01-03,17,mixing,L1,444.43,88.53,6,day,3.47,0.55,normal
2024-01-03,17,mixing,L2,445.41,114.05,5,day,4.28,1.62,normal
2024-01-03,17,plate,L1,301.53,122.96,4,day,2.27,1.15,normal
2024-01-03,17,plate,L2,285,98.52,3,day,8.09,1.77,normal
2024-01-03,17,cell,L1,470.89,70.66,8,day,5.81,1.83,normal
2024-01-03,17,cell,L2,475,90.24,5,day,6.15,0.77,normal
2024-01-03,17,module,L1,315.92,63.61,4,day,1.86,0.45,normal
2024-01-03,17,module,L2,285,62.66,3,day,1.49,0.63,normal
2024-01-03,17,pack,L1,300.83,45.95,4,day,0.51,0.32,normal
2024-01-03,17,pack,L2,355.31,47.31,4,day,0.94,0.48,normal
2024-01-03,18,mixing,L1,725.7,84.93,4,night,4.12,0.95,RATED_EXCEED
2024-01-03,18,mixing,L2,63.4,104.66,6,night,2.98,0.94,normal
2024-01-03,18,plate,L1,65.38,108.05,3,night,6.32,1.51,normal
2024-01-03,18,plate,L2,68.13,123.36,3,night,7.69,2.77,normal
2024-01-03,18,cell,L1,88.06,79.99,7,night,5.8,1.18,normal
2024-01-03,18,cell,L2,99.03,98.06,7,night,2.59,2.17,normal
2024-01-03,18,module,L1,58.59,67.0,4,night,1.57,0.5,normal
2024-01-03,18,module,L2,58.8,42.57,5,night,1.24,0.45,normal
2024-01-03,18,pack,L1,30.14,34.92,2,night,1.1,0.32,normal
2024-01-03,18,pack,L2,38.78,41.59,3,night,1.24,0.23,normal
2024-01-03,19,mixing,L1,72.22,102.07,4,night,4.44,0.51,normal
2024-01-03,19,mixing,L2,88.06,110.65,4,night,2.63,1.55,normal
2024-01-03,19,plate,L1,52.26,100.93,5,night,6.42,2.63,normal
2024-01-03,19,plate,L2,71.08,105.64,3,night,5.65,2.03,normal
2024-01-03,19,cell,L1,88.61,89.01,7,night,4.09,2.65,normal
2024-01-03,19,cell,L2,112.86,65.36,5,night,4.26,1.81,normal
2024-01-03,19,module,L1,65.44,64.2,5,night,2.04,0.88,normal
2024-01-03,19,module,L2,42.78,54.99,5,night,1.92,0.97,normal
2024-01-03,19,pack,L1,44.51,37.18,2,night,1.17,0.12,normal
2024-01-03,19,pack,L2,35.02,41.37,4,night,1.28,0.18,normal
2024-01-03,20,mixing,L1,78.19,81.86,6,night,3.03,1.39,normal
2024-01-03,20,mixing,L2,88.19,108.39,5,night,3.99,1.14,normal
2024-01-03,20,plate,L1,61.36,129.38,3,night,5.62,1.75,normal
2024-01-03,20,plate,L2,63.49,112.64,4,night,5.21,1.92,normal
2024-01-03,20,cell,L1,90.09,63.56,6,night,3.1,1.78,normal
2024-01-03,20,cell,L2,77.51,66.29,5,night,5.9,1.6,normal
2024-01-03,20,module,L1,43.4,60.26,4,night,0.91,0.35,normal
2024-01-03,20,module,L2,38.67,39.29,5,night,1.76,0.31,normal
2024-01-03,20,pack,L1,56.72,32.94,2,night,0.46,0.09,normal
2024-01-03,20,pack,L2,45.98,39.27,2,night,1.24,0.36,normal
2024-01-03,21,mixing,L1,97.89,88.66,6,night,5.97,1.61,normal
2024-01-03,21,mixing,L2,88.21,99.03,6,night,5.03,0.64,normal
2024-01-03,21,plate,L1,57.94,136.21,4,night,8.46,2.19,normal
2024-01-03,21,plate,L2,59.35,101.61,3,night,3.28,2.63,normal
2024-01-03,21,cell,L1,85.99,63.98,5,night,2.78,2.67,normal
2024-01-03,21,cell,L2,113.89,81.26,5,night,2.38,2.18,normal
2024-01-03,21,module,L1,56.18,40.04,5,night,1.96,0.67,normal
2024-01-03,21,module,L2,39.3,53.89,3,night,2.56,0.59,normal
2024-01-03,21,pack,L1,40.52,46.09,4,night,0.91,0.21,normal
2024-01-03,21,pack,L2,50.98,46.2,2,night,0.47,0.44,normal
2024-01-03,22,mixing,L1,67.56,108.37,4,night,4.14,0.56,normal
2024-01-03,22,mixing,L2,437.74,107.17,5,night,3.06,0.6,SHIFT_RANGE
2024-01-03,22,plate,L1,75.65,121.18,4,night,6.28,2.98,normal
2024-01-03,22,plate,L2,54.11,122.61,5,night,5.18,1.7,normal
2024-01-03,22,cell,L1,77.69,70.27,7,night,6.42,1.52,normal
2024-01-03,22,cell,L2,113.19,64.76,6,night,4.57,2.28,normal
2024-01-03,22,module,L1,46.43,52.02,4,night,2.32,0.75,normal
2024-01-03,22,module,L2,39.56,49.67,5,night,0.41,0.27,normal
2024-01-03,22,pack,L1,57.78,38.71,2,night,0.47,0.19,normal
2024-01-03,22,pack,L2,49.73,46.61,3,night,0.9,0.26,normal
2024-01-03,23,mixing,L1,83.9,117.83,4,night,4.42,1.01,normal
2024-01-03,23,mixing,L2,81.28,107.16,5,night,2.34,1.42,normal
2024-01-03,23,plate,L1,70.95,130.76,5,night,2.25,1.48,normal
2024-01-03,23,plate,L2,37.04,120.89,4,night,4.3,1.75,MULTIVARIATE_SINGLE_EQUIPMENT_LOW
2024-01-03,23,cell,L1,68.43,61.61,7,night,6.13,1.89,normal
2024-01-03,23,cell,L2,87.37,92.62,6,night,5.56,1.07,normal
2024-01-03,23,module,L1,57.25,47.83,4,night,1.61,0.7,normal
2024-01-03,23,module,L2,48.2,41.51,5,night,2.6,0.9,normal
2024-01-03,23,pack,L1,47.25,43.88,3,night,0.89,0.38,normal
2024-01-03,23,pack,L2,56.84,37.18,3,night,1.27,0.43,normal
2024-01-03,24,mixing,L1,70.31,95.31,4,night,4.58,0.72,normal
2024-01-03,24,mixing,L2,93.22,95.66,4,night,4.51,0.74,normal
2024-01-03,24,plate,L1,61.97,137.44,4,night,2.53,2.86,normal
2024-01-03,24,plate,L2,58.61,139.72,4,night,3.14,2.42,normal
2024-01-03,24,cell,L1,74.51,87.48,6,night,6.19,2.61,normal
2024-01-03,24,cell,L2,80.14,69.99,7,night,2.77,0.86,normal
2024-01-03,24,module,L1,60.27,59.9,5,night,0.42,0.97,normal
2024-01-03,24,module,L2,63.44,49.14,4,night,1.53,0.99,normal
2024-01-03,24,pack,L1,56.06,39.82,4,night,0.49,0.11,normal
2024-01-03,24,pack,L2,29.62,43.99,3,night,1.32,0.02,normal
2024-01-04,1,mixing,L1,94.42,111.04,5,night,5.9,1.38,normal
2024-01-04,1,mixing,L2,82.57,75.47,4,night,3.13,0.53,normal
2024-01-04,1,plate,L1,75.86,109.36,4,night,3.66,1.94,normal
2024-01-04,1,plate,L2,58.98,119.94,3,night,4.75,2.43,normal
2024-01-04,1,cell,L1,85.03,76.03,6,night,7.67,2.18,normal
2024-01-04,1,cell,L2,106.04,92.16,8,night,7.11,1.07,normal
